Date,City,Type,Low Price,High Price,Package,Grade,Variety,Color,Origin,Package_L,Avg Price
2016-10-15,BOSTON,,140.0,160.0,36 inch bins,0,4,0,1,1268.6039999999998,150.0
2016-10-15,BOSTON,,140.0,160.0,36 inch bins,0,4,0,1,1268.6039999999998,150.0
2016-10-15,BOSTON,,140.0,160.0,36 inch bins,0,4,0,1,1268.6039999999998,150.0
2016-10-15,BOSTON,,200.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,212.5
2016-10-15,BOSTON,,180.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,202.5
2016-10-15,BOSTON,,180.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,202.5
2016-10-15,BOSTON,,180.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,202.5
2016-10-15,BOSTON,,180.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,202.5
2016-10-15,BOSTON,,180.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,202.5
2016-10-15,BOSTON,,170.0,180.0,36 inch bins,0,4,0,5,1268.6039999999998,175.0
2016-10-15,BOSTON,,170.0,180.0,36 inch bins,0,4,0,5,1268.6039999999998,175.0
2016-10-15,BOSTON,,140.0,160.0,36 inch bins,0,4,0,9,1268.6039999999998,150.0
2016-10-15,BOSTON,,140.0,160.0,36 inch bins,0,4,0,9,1268.6039999999998,150.0
2016-10-22,BOSTON,,150.0,200.0,36 inch bins,0,4,0,1,1268.6039999999998,175.0
2016-10-22,BOSTON,,160.0,200.0,36 inch bins,0,4,0,1,1268.6039999999998,180.0
2016-10-22,BOSTON,,150.0,200.0,36 inch bins,0,4,0,1,1268.6039999999998,175.0
2016-10-22,BOSTON,,160.0,200.0,36 inch bins,0,4,0,1,1268.6039999999998,180.0
2016-10-22,BOSTON,,160.0,180.0,36 inch bins,0,4,0,1,1268.6039999999998,170.0
2016-10-22,BOSTON,,150.0,180.0,36 inch bins,0,4,0,1,1268.6039999999998,165.0
2016-10-22,BOSTON,,140.0,160.0,36 inch bins,0,4,0,1,1268.6039999999998,150.0
2016-10-22,BOSTON,,140.0,160.0,36 inch bins,0,4,0,1,1268.6039999999998,150.0
2016-10-22,BOSTON,,130.0,160.0,36 inch bins,0,4,0,1,1268.6039999999998,145.0
2016-10-22,BOSTON,,195.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,210.0
2016-10-22,BOSTON,,180.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,202.5
2016-10-22,BOSTON,,180.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,202.5
2016-10-22,BOSTON,,180.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,202.5
2016-10-22,BOSTON,,180.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,202.5
2016-10-22,BOSTON,,175.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,200.0
2016-10-22,BOSTON,,170.0,180.0,36 inch bins,0,4,0,5,1268.6039999999998,175.0
2016-10-22,BOSTON,,160.0,180.0,36 inch bins,0,4,0,5,1268.6039999999998,170.0
2016-10-22,BOSTON,,140.0,160.0,36 inch bins,0,4,0,9,1268.6039999999998,150.0
2016-10-22,BOSTON,,140.0,160.0,36 inch bins,0,4,0,9,1268.6039999999998,150.0
2016-10-29,BOSTON,,150.0,200.0,36 inch bins,0,4,0,1,1268.6039999999998,175.0
2016-10-29,BOSTON,,160.0,200.0,36 inch bins,0,4,0,1,1268.6039999999998,180.0
2016-10-29,BOSTON,,160.0,200.0,36 inch bins,0,4,0,1,1268.6039999999998,180.0
2016-10-29,BOSTON,,150.0,200.0,36 inch bins,0,4,0,1,1268.6039999999998,175.0
2016-10-29,BOSTON,,150.0,180.0,36 inch bins,0,4,0,1,1268.6039999999998,165.0
2016-10-29,BOSTON,,160.0,180.0,36 inch bins,0,4,0,1,1268.6039999999998,170.0
2016-10-29,BOSTON,,140.0,160.0,36 inch bins,0,4,0,1,1268.6039999999998,150.0
2016-10-29,BOSTON,,140.0,160.0,36 inch bins,0,4,0,1,1268.6039999999998,150.0
2016-10-29,BOSTON,,130.0,160.0,36 inch bins,0,4,0,1,1268.6039999999998,145.0
2016-10-29,BOSTON,,180.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,202.5
2016-10-29,BOSTON,,170.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,197.5
2016-10-29,BOSTON,,170.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,197.5
2016-10-29,BOSTON,,160.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,192.5
2016-10-29,BOSTON,,160.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,192.5
2016-10-29,BOSTON,,150.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,187.5
2016-10-29,BOSTON,,160.0,180.0,36 inch bins,0,4,0,5,1268.6039999999998,170.0
2016-10-29,BOSTON,,150.0,180.0,36 inch bins,0,4,0,5,1268.6039999999998,165.0
2016-10-29,BOSTON,,140.0,160.0,36 inch bins,0,4,0,9,1268.6039999999998,150.0
2016-10-29,BOSTON,,140.0,160.0,36 inch bins,0,4,0,9,1268.6039999999998,150.0
2016-11-05,BOSTON,,180.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,202.5
2016-11-05,BOSTON,,170.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,197.5
2016-11-05,BOSTON,,170.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,197.5
2016-11-05,BOSTON,,160.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,192.5
2016-11-05,BOSTON,,160.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,192.5
2016-11-05,BOSTON,,150.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,187.5
2017-09-23,BOSTON,,200.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,212.5
2017-09-23,BOSTON,,175.0,200.0,36 inch bins,0,4,0,4,1268.6039999999998,187.5
2017-09-23,BOSTON,,175.0,200.0,36 inch bins,0,4,0,4,1268.6039999999998,187.5
2017-09-23,BOSTON,,200.0,225.0,36 inch bins,0,4,0,5,1268.6039999999998,212.5
2017-09-23,BOSTON,,175.0,200.0,36 inch bins,0,4,0,5,1268.6039999999998,187.5
2017-09-23,BOSTON,,175.0,200.0,36 inch bins,0,4,0,5,1268.6039999999998,187.5
2017-09-30,BOSTON,,200.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,212.5
2017-09-30,BOSTON,,175.0,200.0,36 inch bins,0,4,0,4,1268.6039999999998,187.5
2017-09-30,BOSTON,,175.0,200.0,36 inch bins,0,4,0,4,1268.6039999999998,187.5
2017-09-30,BOSTON,,200.0,225.0,36 inch bins,0,4,0,5,1268.6039999999998,212.5
2017-09-30,BOSTON,,175.0,200.0,36 inch bins,0,4,0,5,1268.6039999999998,187.5
2017-09-30,BOSTON,,175.0,200.0,36 inch bins,0,4,0,5,1268.6039999999998,187.5
2016-09-24,BOSTON,,260.0,285.0,24 inch bins,0,2,0,4,845.7359999999999,272.5
2016-09-24,BOSTON,,260.0,285.0,24 inch bins,0,2,3,4,845.7359999999999,272.5
2016-10-01,BOSTON,,260.0,285.0,24 inch bins,0,2,0,4,845.7359999999999,272.5
2016-10-01,BOSTON,,260.0,285.0,24 inch bins,0,2,3,4,845.7359999999999,272.5
2016-10-08,BOSTON,,260.0,285.0,24 inch bins,0,2,3,4,845.7359999999999,272.5
2016-10-08,BOSTON,,260.0,285.0,24 inch bins,0,2,0,4,845.7359999999999,272.5
2016-10-15,BOSTON,,260.0,285.0,24 inch bins,0,2,0,4,845.7359999999999,272.5
2016-10-15,BOSTON,,260.0,285.0,24 inch bins,0,2,3,4,845.7359999999999,272.5
2016-10-22,BOSTON,,260.0,285.0,24 inch bins,0,2,3,4,845.7359999999999,272.5
2016-10-22,BOSTON,,260.0,285.0,24 inch bins,0,2,0,4,845.7359999999999,272.5
2016-10-29,BOSTON,,260.0,285.0,24 inch bins,0,2,0,4,845.7359999999999,272.5
2016-10-29,BOSTON,,260.0,285.0,24 inch bins,0,2,3,4,845.7359999999999,272.5
2016-11-05,BOSTON,,260.0,285.0,24 inch bins,0,2,3,4,845.7359999999999,272.5
2016-11-05,BOSTON,,260.0,285.0,24 inch bins,0,2,0,4,845.7359999999999,272.5
2016-09-24,BOSTON,,15.0,16.0,1/2 bushel cartons,0,3,0,4,35.239,15.5
2016-10-01,BOSTON,,15.0,16.0,1/2 bushel cartons,0,3,0,4,35.239,15.5
2016-10-08,BOSTON,,15.0,16.0,1/2 bushel cartons,0,3,0,4,35.239,15.5
2016-10-15,BOSTON,,15.0,16.0,1/2 bushel cartons,0,3,0,4,35.239,15.5
2016-10-22,BOSTON,,15.0,16.0,1/2 bushel cartons,0,3,0,4,35.239,15.5
2016-10-29,BOSTON,,15.0,16.0,1/2 bushel cartons,0,3,0,4,35.239,15.5
2016-11-05,BOSTON,,15.0,16.0,1/2 bushel cartons,0,3,0,4,35.239,15.5
2016-09-24,BOSTON,,260.0,285.0,24 inch bins,0,3,3,4,845.7359999999999,272.5
2016-09-24,BOSTON,,260.0,285.0,24 inch bins,0,3,0,4,845.7359999999999,272.5
2016-10-01,BOSTON,,260.0,285.0,24 inch bins,0,3,0,4,845.7359999999999,272.5
2016-10-01,BOSTON,,260.0,285.0,24 inch bins,0,3,3,4,845.7359999999999,272.5
2016-10-08,BOSTON,,260.0,285.0,24 inch bins,0,3,3,4,845.7359999999999,272.5
2016-10-08,BOSTON,,260.0,285.0,24 inch bins,0,3,0,4,845.7359999999999,272.5
2016-10-15,BOSTON,,260.0,285.0,24 inch bins,0,3,3,4,845.7359999999999,272.5
2016-10-15,BOSTON,,260.0,285.0,24 inch bins,0,3,0,4,845.7359999999999,272.5
2016-10-22,BOSTON,,260.0,285.0,24 inch bins,0,3,3,4,845.7359999999999,272.5
2016-10-22,BOSTON,,260.0,285.0,24 inch bins,0,3,0,4,845.7359999999999,272.5
2016-10-29,BOSTON,,260.0,285.0,24 inch bins,0,3,3,4,845.7359999999999,272.5
2016-10-29,BOSTON,,260.0,285.0,24 inch bins,0,3,0,4,845.7359999999999,272.5
2016-11-05,BOSTON,,260.0,285.0,24 inch bins,0,3,0,4,845.7359999999999,272.5
2016-11-05,BOSTON,,260.0,285.0,24 inch bins,0,3,3,4,845.7359999999999,272.5
2016-09-24,BOSTON,,15.0,16.0,1 1/9 bushel crates,0,10,0,4,35.239,15.5
2016-10-01,BOSTON,,15.0,16.0,1 1/9 bushel crates,0,10,0,4,35.239,15.5
2016-10-08,BOSTON,,15.0,16.0,1 1/9 bushel crates,0,10,0,4,35.239,15.5
2016-10-15,BOSTON,,15.0,16.0,1 1/9 bushel crates,0,10,0,4,35.239,15.5
2016-10-22,BOSTON,,15.0,16.0,1 1/9 bushel crates,0,10,0,4,35.239,15.5
2016-10-29,BOSTON,,15.0,16.0,1 1/9 bushel crates,0,10,0,4,35.239,15.5
2016-11-05,BOSTON,,15.0,16.0,1 1/9 bushel crates,0,10,0,4,35.239,15.5
2016-11-12,BOSTON,,15.0,16.0,1 1/9 bushel crates,0,10,0,4,35.239,15.5
2016-11-19,BOSTON,,15.0,16.0,1 1/9 bushel crates,0,10,0,4,35.239,15.5
2016-11-26,BOSTON,,15.0,16.0,1 1/9 bushel crates,0,10,0,4,35.239,15.5
2016-12-03,BOSTON,,15.0,16.0,1 1/9 bushel crates,0,10,0,4,35.239,15.5
2016-09-24,BOSTON,,15.0,16.0,1 1/9 bushel cartons,0,10,0,4,35.239,15.5
2016-10-01,BOSTON,,15.0,16.0,1 1/9 bushel cartons,0,10,0,4,35.239,15.5
2016-10-08,BOSTON,,15.0,16.0,1 1/9 bushel cartons,0,10,0,4,35.239,15.5
2016-10-15,BOSTON,,15.0,16.0,1 1/9 bushel cartons,0,10,0,4,35.239,15.5
2016-10-22,BOSTON,,15.0,16.0,1 1/9 bushel cartons,0,10,0,4,35.239,15.5
2016-10-29,BOSTON,,15.0,16.0,1 1/9 bushel cartons,0,10,0,4,35.239,15.5
2016-11-05,BOSTON,,15.0,16.0,1 1/9 bushel cartons,0,10,0,4,35.239,15.5
2016-11-12,BOSTON,,15.0,16.0,1 1/9 bushel cartons,0,10,0,4,35.239,15.5
2016-11-19,BOSTON,,15.0,16.0,1 1/9 bushel cartons,0,10,0,4,35.239,15.5
2016-11-26,BOSTON,,15.0,16.0,1 1/9 bushel cartons,0,10,0,4,35.239,15.5
2016-12-03,BOSTON,,15.0,16.0,1 1/9 bushel cartons,0,10,0,4,35.239,15.5
2016-12-10,BOSTON,,15.0,16.0,1 1/9 bushel cartons,0,10,0,4,35.239,15.5
2016-09-24,BOSTON,,175.0,180.0,24 inch bins,0,10,0,1,845.7359999999999,177.5
2016-09-24,BOSTON,,170.0,180.0,24 inch bins,0,10,0,9,845.7359999999999,175.0
2016-10-01,BOSTON,,175.0,180.0,24 inch bins,0,10,0,1,845.7359999999999,177.5
2016-10-01,BOSTON,,200.0,200.0,24 inch bins,0,10,0,5,845.7359999999999,200.0
2016-10-01,BOSTON,,170.0,180.0,24 inch bins,0,10,0,9,845.7359999999999,175.0
2016-10-08,BOSTON,,175.0,180.0,24 inch bins,0,10,0,1,845.7359999999999,177.5
2016-10-08,BOSTON,,200.0,200.0,24 inch bins,0,10,0,5,845.7359999999999,200.0
2016-10-08,BOSTON,,170.0,180.0,24 inch bins,0,10,0,9,845.7359999999999,175.0
2016-10-15,BOSTON,,175.0,180.0,24 inch bins,0,10,0,1,845.7359999999999,177.5
2016-10-15,BOSTON,,190.0,200.0,24 inch bins,0,10,0,5,845.7359999999999,195.0
2016-10-15,BOSTON,,170.0,180.0,24 inch bins,0,10,0,9,845.7359999999999,175.0
2016-10-15,BOSTON,,175.0,175.0,24 inch bins,0,10,0,8,845.7359999999999,175.0
2016-10-22,BOSTON,,170.0,180.0,24 inch bins,0,10,0,1,845.7359999999999,175.0
2016-10-22,BOSTON,,150.0,175.0,24 inch bins,0,10,0,4,845.7359999999999,162.5
2016-10-22,BOSTON,,175.0,200.0,24 inch bins,0,10,0,5,845.7359999999999,187.5
2016-10-22,BOSTON,,170.0,180.0,24 inch bins,0,10,0,9,845.7359999999999,175.0
2016-10-22,BOSTON,,175.0,175.0,24 inch bins,0,10,0,8,845.7359999999999,175.0
2016-10-29,BOSTON,,170.0,180.0,24 inch bins,0,10,0,1,845.7359999999999,175.0
2016-10-29,BOSTON,,150.0,175.0,24 inch bins,0,10,0,4,845.7359999999999,162.5
2016-10-29,BOSTON,,175.0,200.0,24 inch bins,0,10,0,5,845.7359999999999,187.5
2016-10-29,BOSTON,,170.0,180.0,24 inch bins,0,10,0,9,845.7359999999999,175.0
2016-10-29,BOSTON,,175.0,175.0,24 inch bins,0,10,0,8,845.7359999999999,175.0
2016-11-12,BOSTON,,135.0,150.0,24 inch bins,0,10,0,9,845.7359999999999,142.5
2016-11-19,BOSTON,,135.0,150.0,24 inch bins,0,10,0,9,845.7359999999999,142.5
2016-11-26,BOSTON,,135.0,150.0,24 inch bins,0,10,0,9,845.7359999999999,142.5
2016-09-24,BOSTON,,170.0,220.0,36 inch bins,0,10,0,1,1268.6039999999998,195.0
2016-09-24,BOSTON,,250.0,300.0,36 inch bins,0,10,0,4,1268.6039999999998,275.0
2016-09-24,BOSTON,,200.0,220.0,36 inch bins,0,10,0,4,1268.6039999999998,210.0
2016-09-24,BOSTON,,260.0,280.0,36 inch bins,0,10,0,5,1268.6039999999998,270.0
2016-09-24,BOSTON,,180.0,225.0,36 inch bins,0,10,0,9,1268.6039999999998,202.5
2016-09-24,BOSTON,,180.0,225.0,36 inch bins,0,10,0,9,1268.6039999999998,202.5
2016-10-01,BOSTON,,170.0,220.0,36 inch bins,0,10,0,1,1268.6039999999998,195.0
2016-10-01,BOSTON,,250.0,300.0,36 inch bins,0,10,0,4,1268.6039999999998,275.0
2016-10-01,BOSTON,,200.0,220.0,36 inch bins,0,10,0,4,1268.6039999999998,210.0
2016-10-01,BOSTON,,250.0,280.0,36 inch bins,0,10,0,5,1268.6039999999998,265.0
2016-10-01,BOSTON,,180.0,225.0,36 inch bins,0,10,0,9,1268.6039999999998,202.5
2016-10-01,BOSTON,,180.0,225.0,36 inch bins,0,10,0,9,1268.6039999999998,202.5
2016-10-08,BOSTON,,170.0,220.0,36 inch bins,0,10,0,1,1268.6039999999998,195.0
2016-10-08,BOSTON,,250.0,300.0,36 inch bins,0,10,0,4,1268.6039999999998,275.0
2016-10-08,BOSTON,,200.0,220.0,36 inch bins,0,10,0,4,1268.6039999999998,210.0
2016-10-08,BOSTON,,250.0,280.0,36 inch bins,0,10,0,5,1268.6039999999998,265.0
2016-10-08,BOSTON,,180.0,225.0,36 inch bins,0,10,0,9,1268.6039999999998,202.5
2016-10-08,BOSTON,,180.0,225.0,36 inch bins,0,10,0,9,1268.6039999999998,202.5
2016-10-15,BOSTON,,170.0,220.0,36 inch bins,0,10,0,1,1268.6039999999998,195.0
2016-10-15,BOSTON,,250.0,300.0,36 inch bins,0,10,0,4,1268.6039999999998,275.0
2016-10-15,BOSTON,,200.0,220.0,36 inch bins,0,10,0,4,1268.6039999999998,210.0
2016-10-15,BOSTON,,250.0,280.0,36 inch bins,0,10,0,5,1268.6039999999998,265.0
2016-10-15,BOSTON,,180.0,225.0,36 inch bins,0,10,0,9,1268.6039999999998,202.5
2016-10-15,BOSTON,,180.0,225.0,36 inch bins,0,10,0,9,1268.6039999999998,202.5
2016-10-15,BOSTON,,220.0,220.0,36 inch bins,0,10,0,8,1268.6039999999998,220.0
2016-10-22,BOSTON,,170.0,220.0,36 inch bins,0,10,0,1,1268.6039999999998,195.0
2016-10-22,BOSTON,,250.0,300.0,36 inch bins,0,10,0,4,1268.6039999999998,275.0
2016-10-22,BOSTON,,200.0,240.0,36 inch bins,0,10,0,4,1268.6039999999998,220.0
2016-10-22,BOSTON,,250.0,280.0,36 inch bins,0,10,0,5,1268.6039999999998,265.0
2016-10-22,BOSTON,,180.0,225.0,36 inch bins,0,10,0,9,1268.6039999999998,202.5
2016-10-22,BOSTON,,175.0,225.0,36 inch bins,0,10,0,9,1268.6039999999998,200.0
2016-10-22,BOSTON,,200.0,220.0,36 inch bins,0,10,0,8,1268.6039999999998,210.0
2016-10-29,BOSTON,,170.0,220.0,36 inch bins,0,10,0,1,1268.6039999999998,195.0
2016-10-29,BOSTON,,250.0,300.0,36 inch bins,0,10,0,4,1268.6039999999998,275.0
2016-10-29,BOSTON,,200.0,240.0,36 inch bins,0,10,0,4,1268.6039999999998,220.0
2016-10-29,BOSTON,,250.0,280.0,36 inch bins,0,10,0,5,1268.6039999999998,265.0
2016-10-29,BOSTON,,180.0,225.0,36 inch bins,0,10,0,9,1268.6039999999998,202.5
2016-10-29,BOSTON,,175.0,225.0,36 inch bins,0,10,0,9,1268.6039999999998,200.0
2016-10-29,BOSTON,,200.0,220.0,36 inch bins,0,10,0,8,1268.6039999999998,210.0
2016-11-05,BOSTON,,240.0,300.0,36 inch bins,0,10,0,4,1268.6039999999998,270.0
2016-11-05,BOSTON,,190.0,240.0,36 inch bins,0,10,0,4,1268.6039999999998,215.0
2016-11-05,BOSTON,,240.0,240.0,36 inch bins,0,10,0,8,1268.6039999999998,240.0
2016-11-05,BOSTON,,190.0,190.0,36 inch bins,0,10,0,9,1268.6039999999998,190.0
2016-11-12,BOSTON,,200.0,240.0,36 inch bins,0,10,0,4,1268.6039999999998,220.0
2016-11-12,BOSTON,,200.0,240.0,36 inch bins,0,10,0,8,1268.6039999999998,220.0
2016-11-12,BOSTON,,200.0,240.0,36 inch bins,0,10,0,9,1268.6039999999998,220.0
2016-11-19,BOSTON,,200.0,220.0,36 inch bins,0,10,0,4,1268.6039999999998,210.0
2016-11-19,BOSTON,,200.0,220.0,36 inch bins,0,10,0,8,1268.6039999999998,210.0
2016-11-19,BOSTON,,200.0,220.0,36 inch bins,0,10,0,9,1268.6039999999998,210.0
2016-11-26,BOSTON,,200.0,220.0,36 inch bins,0,10,0,4,1268.6039999999998,210.0
2016-11-26,BOSTON,,200.0,220.0,36 inch bins,0,10,0,8,1268.6039999999998,210.0
2016-11-26,BOSTON,,200.0,220.0,36 inch bins,0,10,0,9,1268.6039999999998,210.0
2017-09-02,BOSTON,,300.0,300.0,36 inch bins,0,10,0,4,1268.6039999999998,300.0
2017-09-09,BOSTON,,300.0,300.0,36 inch bins,0,10,0,4,1268.6039999999998,300.0
2017-09-09,BOSTON,,200.0,200.0,36 inch bins,0,10,0,9,1268.6039999999998,200.0
2017-09-16,BOSTON,,270.0,300.0,36 inch bins,0,10,0,4,1268.6039999999998,285.0
2017-09-16,BOSTON,,270.0,300.0,36 inch bins,0,10,0,9,1268.6039999999998,285.0
2017-09-16,BOSTON,,270.0,300.0,36 inch bins,0,10,0,9,1268.6039999999998,285.0
2017-09-23,BOSTON,,270.0,300.0,36 inch bins,0,10,0,4,1268.6039999999998,285.0
2017-09-23,BOSTON,,270.0,300.0,36 inch bins,0,10,0,9,1268.6039999999998,285.0
2017-09-23,BOSTON,,270.0,300.0,36 inch bins,0,10,0,9,1268.6039999999998,285.0
2017-09-30,BOSTON,,270.0,300.0,36 inch bins,0,10,0,4,1268.6039999999998,285.0
2017-09-30,BOSTON,,270.0,300.0,36 inch bins,0,10,0,9,1268.6039999999998,285.0
2017-09-30,BOSTON,,270.0,300.0,36 inch bins,0,10,0,9,1268.6039999999998,285.0
2016-09-24,BOSTON,,260.0,285.0,24 inch bins,0,1,0,4,845.7359999999999,272.5
2016-10-01,BOSTON,,260.0,285.0,24 inch bins,0,1,0,4,845.7359999999999,272.5
2016-10-08,BOSTON,,260.0,285.0,24 inch bins,0,1,0,4,845.7359999999999,272.5
2016-10-15,BOSTON,,260.0,285.0,24 inch bins,0,1,0,4,845.7359999999999,272.5
2016-10-22,BOSTON,,260.0,285.0,24 inch bins,0,1,0,4,845.7359999999999,272.5
2016-10-29,BOSTON,,260.0,285.0,24 inch bins,0,1,0,4,845.7359999999999,272.5
2016-11-05,BOSTON,,260.0,285.0,24 inch bins,0,1,0,4,845.7359999999999,272.5
2016-09-24,BOSTON,,260.0,285.0,24 inch bins,0,6,0,4,845.7359999999999,272.5
2016-10-01,BOSTON,,260.0,285.0,24 inch bins,0,6,0,4,845.7359999999999,272.5
2016-10-08,BOSTON,,260.0,285.0,24 inch bins,0,6,0,4,845.7359999999999,272.5
2016-10-15,BOSTON,,260.0,285.0,24 inch bins,0,6,0,4,845.7359999999999,272.5
2016-10-22,BOSTON,,260.0,285.0,24 inch bins,0,6,0,4,845.7359999999999,272.5
2016-10-29,BOSTON,,260.0,285.0,24 inch bins,0,6,0,4,845.7359999999999,272.5
2016-11-05,BOSTON,,260.0,285.0,24 inch bins,0,6,0,4,845.7359999999999,272.5
2016-09-24,BOSTON,,260.0,285.0,24 inch bins,0,0,0,4,845.7359999999999,272.5
2016-10-01,BOSTON,,260.0,285.0,24 inch bins,0,0,0,4,845.7359999999999,272.5
2016-10-08,BOSTON,,260.0,285.0,24 inch bins,0,0,0,4,845.7359999999999,272.5
2016-10-15,BOSTON,,260.0,285.0,24 inch bins,0,0,0,4,845.7359999999999,272.5
2016-10-22,BOSTON,,260.0,285.0,24 inch bins,0,0,0,4,845.7359999999999,272.5
2016-10-29,BOSTON,,260.0,285.0,24 inch bins,0,0,0,4,845.7359999999999,272.5
2016-11-05,BOSTON,,260.0,285.0,24 inch bins,0,0,0,4,845.7359999999999,272.5
2017-09-09,BOSTON,,175.0,175.0,36 inch bins,0,0,0,4,1268.6039999999998,175.0
2017-09-16,BOSTON,,200.0,225.0,36 inch bins,0,0,0,4,1268.6039999999998,212.5
2017-09-16,BOSTON,,175.0,200.0,36 inch bins,0,0,0,4,1268.6039999999998,187.5
2017-09-16,BOSTON,,175.0,200.0,36 inch bins,0,0,0,4,1268.6039999999998,187.5
2017-09-16,BOSTON,,175.0,200.0,36 inch bins,0,0,0,4,1268.6039999999998,187.5
2017-09-16,BOSTON,,175.0,200.0,36 inch bins,0,0,0,4,1268.6039999999998,187.5
2017-09-16,BOSTON,,200.0,225.0,36 inch bins,0,0,0,9,1268.6039999999998,212.5
2017-09-16,BOSTON,,175.0,200.0,36 inch bins,0,0,0,9,1268.6039999999998,187.5
2017-09-23,BOSTON,,200.0,225.0,36 inch bins,0,0,0,4,1268.6039999999998,212.5
2017-09-23,BOSTON,,175.0,200.0,36 inch bins,0,0,0,4,1268.6039999999998,187.5
2017-09-23,BOSTON,,175.0,200.0,36 inch bins,0,0,0,4,1268.6039999999998,187.5
2017-09-23,BOSTON,,175.0,200.0,36 inch bins,0,0,0,4,1268.6039999999998,187.5
2017-09-23,BOSTON,,175.0,200.0,36 inch bins,0,0,0,4,1268.6039999999998,187.5
2017-09-23,BOSTON,,200.0,225.0,36 inch bins,0,0,0,9,1268.6039999999998,212.5
2017-09-23,BOSTON,,175.0,200.0,36 inch bins,0,0,0,9,1268.6039999999998,187.5
2017-09-30,BOSTON,,200.0,225.0,36 inch bins,0,0,0,4,1268.6039999999998,212.5
2017-09-30,BOSTON,,175.0,200.0,36 inch bins,0,0,0,4,1268.6039999999998,187.5
2017-09-30,BOSTON,,175.0,200.0,36 inch bins,0,0,0,4,1268.6039999999998,187.5
2017-09-30,BOSTON,,175.0,200.0,36 inch bins,0,0,0,4,1268.6039999999998,187.5
2017-09-30,BOSTON,,175.0,200.0,36 inch bins,0,0,0,4,1268.6039999999998,187.5
2017-09-30,BOSTON,,200.0,225.0,36 inch bins,0,0,0,9,1268.6039999999998,212.5
2017-09-30,BOSTON,,175.0,200.0,36 inch bins,0,0,0,9,1268.6039999999998,187.5
2016-09-24,BOSTON,,15.0,18.0,1/2 bushel cartons,0,7,3,4,35.239,16.5
2016-09-24,BOSTON,,15.0,18.0,1/2 bushel cartons,0,7,0,4,35.239,16.5
2016-10-01,BOSTON,,15.0,18.0,1/2 bushel cartons,0,7,3,4,35.239,16.5
2016-10-01,BOSTON,,15.0,18.0,1/2 bushel cartons,0,7,0,4,35.239,16.5
2016-10-08,BOSTON,,15.0,18.0,1/2 bushel cartons,0,7,0,4,35.239,16.5
2016-10-08,BOSTON,,15.0,18.0,1/2 bushel cartons,0,7,3,4,35.239,16.5
2016-10-15,BOSTON,,15.0,18.0,1/2 bushel cartons,0,7,0,4,35.239,16.5
2016-10-15,BOSTON,,15.0,18.0,1/2 bushel cartons,0,7,3,4,35.239,16.5
2016-10-22,BOSTON,,15.0,18.0,1/2 bushel cartons,0,7,3,4,35.239,16.5
2016-10-22,BOSTON,,15.0,18.0,1/2 bushel cartons,0,7,0,4,35.239,16.5
2016-10-29,BOSTON,,15.0,18.0,1/2 bushel cartons,0,7,3,4,35.239,16.5
2016-10-29,BOSTON,,15.0,18.0,1/2 bushel cartons,0,7,0,4,35.239,16.5
2016-11-05,BOSTON,,15.0,18.0,1/2 bushel cartons,0,7,0,4,35.239,16.5
2016-11-05,BOSTON,,15.0,18.0,1/2 bushel cartons,0,7,3,4,35.239,16.5
2016-09-24,BOSTON,,15.0,18.0,1/2 bushel cartons,0,7,3,4,35.239,16.5
2016-09-24,BOSTON,,15.0,18.0,1/2 bushel cartons,0,7,0,4,35.239,16.5
2016-10-01,BOSTON,,15.0,18.0,1/2 bushel cartons,0,7,3,4,35.239,16.5
2016-10-01,BOSTON,,15.0,18.0,1/2 bushel cartons,0,7,0,4,35.239,16.5
2016-10-08,BOSTON,,15.0,18.0,1/2 bushel cartons,0,7,3,4,35.239,16.5
2016-10-08,BOSTON,,15.0,18.0,1/2 bushel cartons,0,7,0,4,35.239,16.5
2016-10-15,BOSTON,,15.0,18.0,1/2 bushel cartons,0,7,0,4,35.239,16.5
